"variant_id","source_job_id","entity_id","destination_id","batch_id","country_code","profile_id","max_width","max_height","fit","without_enlargement","format","max_bytes","status","physical_path","physical_bytes","parent_profile_file"
"variant:jp-kisarazu:md","source:jp-kisarazu:master","jp-kisarazu","jp-kisarazu","JP-S-07","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kisarazu:lg","source:jp-kisarazu:master","jp-kisarazu","jp-kisarazu","JP-S-07","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-inuyama:md","source:jp-inuyama:master","jp-inuyama","jp-inuyama","JP-S-07","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-inuyama:lg","source:jp-inuyama:master","jp-inuyama","jp-inuyama","JP-S-07","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-toyama:md","source:jp-toyama:master","jp-toyama","jp-toyama","JP-S-07","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-toyama:lg","source:jp-toyama:master","jp-toyama","jp-toyama","JP-S-07","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-tateyama-kurobe:md","source:jp-tateyama-kurobe:master","jp-tateyama-kurobe","jp-tateyama-kurobe","JP-S-07","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-tateyama-kurobe:lg","source:jp-tateyama-kurobe:master","jp-tateyama-kurobe","jp-tateyama-kurobe","JP-S-07","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-fukui:md","source:jp-fukui:master","jp-fukui","jp-fukui","JP-S-07","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-fukui:lg","source:jp-fukui:master","jp-fukui","jp-fukui","JP-S-07","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-echizen:md","source:jp-echizen:master","jp-echizen","jp-echizen","JP-S-07","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-echizen:lg","source:jp-echizen:master","jp-echizen","jp-echizen","JP-S-07","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagano:md","source:jp-nagano:master","jp-nagano","jp-nagano","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nagano:lg","source:jp-nagano:master","jp-nagano","jp-nagano","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hakuba:md","source:jp-hakuba:master","jp-hakuba","jp-hakuba","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hakuba:lg","source:jp-hakuba:master","jp-hakuba","jp-hakuba","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nozawa-onsen:md","source:jp-nozawa-onsen:master","jp-nozawa-onsen","jp-nozawa-onsen","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-nozawa-onsen:lg","source:jp-nozawa-onsen:master","jp-nozawa-onsen","jp-nozawa-onsen","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yamanouchi:md","source:jp-yamanouchi:master","jp-yamanouchi","jp-yamanouchi","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yamanouchi:lg","source:jp-yamanouchi:master","jp-yamanouchi","jp-yamanouchi","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-shizuoka:md","source:jp-shizuoka:master","jp-shizuoka","jp-shizuoka","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-shizuoka:lg","source:jp-shizuoka:master","jp-shizuoka","jp-shizuoka","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-izu:md","source:jp-izu:master","jp-izu","jp-izu","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-izu:lg","source:jp-izu:master","jp-izu","jp-izu","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-atami:md","source:jp-atami:master","jp-atami","jp-atami","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-atami:lg","source:jp-atami:master","jp-atami","jp-atami","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hamamatsu:md","source:jp-hamamatsu:master","jp-hamamatsu","jp-hamamatsu","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hamamatsu:lg","source:jp-hamamatsu:master","jp-hamamatsu","jp-hamamatsu","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-gero-onsen:md","source:jp-gero-onsen:master","jp-gero-onsen","jp-gero-onsen","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-gero-onsen:lg","source:jp-gero-onsen:master","jp-gero-onsen","jp-gero-onsen","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-himeji:md","source:jp-himeji:master","jp-himeji","jp-himeji","JP-S-08","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-himeji:lg","source:jp-himeji:master","jp-himeji","jp-himeji","JP-S-08","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-koyasan:md","source:jp-koyasan:master","jp-koyasan","jp-koyasan","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-koyasan:lg","source:jp-koyasan:master","jp-koyasan","jp-koyasan","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-shirahama:md","source:jp-shirahama:master","jp-shirahama","jp-shirahama","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-shirahama:lg","source:jp-shirahama:master","jp-shirahama","jp-shirahama","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kumano:md","source:jp-kumano:master","jp-kumano","jp-kumano","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kumano:lg","source:jp-kumano:master","jp-kumano","jp-kumano","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-otsu:md","source:jp-otsu:master","jp-otsu","jp-otsu","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-otsu:lg","source:jp-otsu:master","jp-otsu","jp-otsu","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hikone:md","source:jp-hikone:master","jp-hikone","jp-hikone","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hikone:lg","source:jp-hikone:master","jp-hikone","jp-hikone","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kinosaki-onsen:md","source:jp-kinosaki-onsen:master","jp-kinosaki-onsen","jp-kinosaki-onsen","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kinosaki-onsen:lg","source:jp-kinosaki-onsen:master","jp-kinosaki-onsen","jp-kinosaki-onsen","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-okayama:md","source:jp-okayama:master","jp-okayama","jp-okayama","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-okayama:lg","source:jp-okayama:master","jp-okayama","jp-okayama","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kurashiki:md","source:jp-kurashiki:master","jp-kurashiki","jp-kurashiki","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kurashiki:lg","source:jp-kurashiki:master","jp-kurashiki","jp-kurashiki","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-tottori:md","source:jp-tottori:master","jp-tottori","jp-tottori","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-tottori:lg","source:jp-tottori:master","jp-tottori","jp-tottori","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-matsue:md","source:jp-matsue:master","jp-matsue","jp-matsue","JP-S-09","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-matsue:lg","source:jp-matsue:master","jp-matsue","jp-matsue","JP-S-09","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-izumo:md","source:jp-izumo:master","jp-izumo","jp-izumo","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-izumo:lg","source:jp-izumo:master","jp-izumo","jp-izumo","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yamaguchi:md","source:jp-yamaguchi:master","jp-yamaguchi","jp-yamaguchi","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yamaguchi:lg","source:jp-yamaguchi:master","jp-yamaguchi","jp-yamaguchi","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hagi:md","source:jp-hagi:master","jp-hagi","jp-hagi","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-hagi:lg","source:jp-hagi:master","jp-hagi","jp-hagi","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-naoshima:md","source:jp-naoshima:master","jp-naoshima","jp-naoshima","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-naoshima:lg","source:jp-naoshima:master","jp-naoshima","jp-naoshima","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-dogo-onsen:md","source:jp-dogo-onsen:master","jp-dogo-onsen","jp-dogo-onsen","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-dogo-onsen:lg","source:jp-dogo-onsen:master","jp-dogo-onsen","jp-dogo-onsen","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-tokushima:md","source:jp-tokushima:master","jp-tokushima","jp-tokushima","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-tokushima:lg","source:jp-tokushima:master","jp-tokushima","jp-tokushima","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-dazaifu:md","source:jp-dazaifu:master","jp-dazaifu","jp-dazaifu","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-dazaifu:lg","source:jp-dazaifu:master","jp-dazaifu","jp-dazaifu","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:md","source:jp-unzen:master","jp-unzen","jp-unzen","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-unzen:lg","source:jp-unzen:master","jp-unzen","jp-unzen","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:md","source:jp-takachiho:master","jp-takachiho","jp-takachiho","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-takachiho:lg","source:jp-takachiho:master","jp-takachiho","jp-takachiho","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:md","source:jp-yakushima:master","jp-yakushima","jp-yakushima","JP-S-10","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-yakushima:lg","source:jp-yakushima:master","jp-yakushima","jp-yakushima","JP-S-10","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-abashiri:md","source:jp-abashiri:master","jp-abashiri","jp-abashiri","JP-A-01","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-abashiri:lg","source:jp-abashiri:master","jp-abashiri","jp-abashiri","JP-A-01","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kitami:md","source:jp-kitami:master","jp-kitami","jp-kitami","JP-A-01","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-kitami:lg","source:jp-kitami:master","jp-kitami","jp-kitami","JP-A-01","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-wakkanai:md","source:jp-wakkanai:master","jp-wakkanai","jp-wakkanai","JP-A-01","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-wakkanai:lg","source:jp-wakkanai:master","jp-wakkanai","jp-wakkanai","JP-A-01","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-rumoi:md","source:jp-rumoi:master","jp-rumoi","jp-rumoi","JP-A-01","JP","md","960","960","inside","true","webp","450000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
"variant:jp-rumoi:lg","source:jp-rumoi:master","jp-rumoi","jp-rumoi","JP-A-01","JP","lg","1600","1600","inside","true","webp","900000","expected_only","","","docs/assets/catalog/asset-size-profiles.v1.json"
